sl_no,project_name,agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,source_page,report_month,source_report,report_date
934,"Balance work of Six Laning of Shamlaji-Motachiloda from Km. 401.200 to Km.494.410 section Design Chainage Km.447.385 to Km 540.595, Length- 93.210 Km of old NH-8 NH-48 in the state of Gujarat on single Percentage Item Rate Contract",NHAI,618507,Gujarat,2024-06,2024-08,2025-06,2026-08,466.8,501.48,577.62,91.83,102,July 2026,FlashReport_July_2026.pdf,2026-07
1056,Construction of Additional Structures including Approaches in Vadodara Surat Section of NH48 between existing Km. 108.000 to Km. 250.000,National Highways Authority of India [NHAI],618508,Gujarat,2024-03,2025-01,2027-01,2027-01,907.39,907.39,345.87,46.39,108,April 2026,FlashReport_April2026.pdf,2026-04
1060,Construction of Additional Structures including Approaches in Vadodara Surat Section of NH48 between existing Km. 108.000 to Km. 250.000,National Highways Authority of India [NHAI],618508,Gujarat,2024-03,2025-01,2027-01,2027-06,907.39,907.39,345.88,48.0,107,May 2026,FlashReport_May2026.pdf,2026-05
1006,Construction of Additional Structures including Approaches in Vadodara Surat Section of NH48 between existing Km. 108.000 to Km. 250.000,NHAI,618508,Gujarat,2024-03,2025-01,2027-01,2027-06,907.39,907.39,346.17,48.73,110,June 2026,FlashReport_June_2026.pdf,2026-06
935,Construction of Additional Structures including Approaches in Vadodara Surat Section of NH48 between existing Km. 108.000 to Km. 250.000,NHAI,618508,Gujarat,2024-03,2025-01,2027-01,2027-06,907.39,907.39,368.63,48.73,102,July 2026,FlashReport_July_2026.pdf,2026-07
1026,Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road from km. 0.70 to km.15.00,National Highways Authority of India [NHAI],618509,Delhi,2020-07,2021-10,2023-10,2026-05,2089.94,2203.45,1803.73,99.99,107,April 2026,FlashReport_April2026.pdf,2026-04
1029,Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road from km. 0.70 to km.15.00,National Highways Authority of India [NHAI],618509,Delhi,2020-07,2021-10,2023-10,2026-06,2089.94,2203.45,1809.77,99.99,106,May 2026,FlashReport_May2026.pdf,2026-05
981,Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road from km. 0.70 to km.15.00,NHAI,618509,Delhi,2020-07,2021-10,2023-10,2026-06,2089.94,2203.45,1825.54,99.99,108,June 2026,FlashReport_June_2026.pdf,2026-06
912,Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road from km. 0.70 to km.15.00,NHAI,618509,Delhi,2020-07,2021-10,2023-10,2026-08,2089.94,2203.45,1834.91,99.99,101,July 2026,FlashReport_July_2026.pdf,2026-07
1376,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,National Highways Authority of India [NHAI],618511,Maharashtra,2025-01,2025-06,2026-06,2027-06,604.59,388.78,44.03,14.7,127,April 2026,FlashReport_April2026.pdf,2026-04
1385,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,National Highways Authority of India [NHAI],618511,Maharashtra,2025-01,2025-06,2026-06,2027-06,604.59,388.78,54.16,18.85,127,May 2026,FlashReport_May2026.pdf,2026-05
1302,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,NHAI,618511,Maharashtra,2025-01,2025-06,2027-06,2027-06,604.59,388.78,66.29,22.96,127,June 2026,FlashReport_June_2026.pdf,2026-06
1226,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,NHAI,618511,Maharashtra,2025-01,2025-06,2027-06,2027-06,604.59,388.78,66.39,24.08,120,July 2026,FlashReport_July_2026.pdf,2026-07
1377,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,National Highways Authority of India [NHAI],618512,Maharashtra,2017-11,2019-02,2022-02,2026-08,907.03,816.12,538.76,87.27,127,April 2026,FlashReport_April2026.pdf,2026-04
1386,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,National Highways Authority of India [NHAI],618512,Maharashtra,2017-11,2019-02,2022-02,2026-08,907.03,816.12,545.2,87.5,127,May 2026,FlashReport_May2026.pdf,2026-05
1303,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,NHAI,618512,Maharashtra,2017-11,2019-02,2022-02,2026-10,907.03,816.12,677.98,89.16,127,June 2026,FlashReport_June_2026.pdf,2026-06
1227,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,NHAI,618512,Maharashtra,2017-11,2019-02,2022-02,2026-10,907.03,816.12,686.79,89.2,120,July 2026,FlashReport_July_2026.pdf,2026-07
1378,6L of Kagal-Satara section from Km 592.500 to Km 658.000 of NH-48 Pkg-I,National Highways Authority of India [NHAI],618513,Maharashtra,2021-12,2023-01,2025-01,2027-02,2111.95,1435.46,631.63,49.88,127,April 2026,FlashReport_April2026.pdf,2026-04
1387,6L of Kagal-Satara section from Km 592.500 to Km 658.000 of NH-48 Pkg-I,National Highways Authority of India [NHAI],618513,Maharashtra,2021-12,2023-01,2025-01,2027-02,2111.95,1435.46,631.96,45.47,127,May 2026,FlashReport_May2026.pdf,2026-05
1304,6L of Kagal-Satara section from Km 592.500 to Km 658.000 of NH-48 Pkg-I,NHAI,618513,Maharashtra,2021-12,2023-01,2025-01,2027-02,2111.95,1435.46,634.07,45.47,127,June 2026,FlashReport_June_2026.pdf,2026-06
1228,6L of Kagal-Satara section from Km 592.500 to Km 658.000 of NH-48 Pkg-I,NHAI,618513,Maharashtra,2021-12,2023-01,2025-01,2027-02,2111.95,1435.46,634.07,51.14,120,July 2026,FlashReport_July_2026.pdf,2026-07
1379,6L of Kagal-Satara section from Km 658.000 to Km 725.000 of NH-48 Pkg-II,National Highways Authority of India [NHAI],618514,Maharashtra,2021-12,2022-12,2024-12,2026-12,2330.71,317.4,196.85,73.96,127,April 2026,FlashReport_April2026.pdf,2026-04
1388,6L of Kagal-Satara section from Km 658.000 to Km 725.000 of NH-48 Pkg-II,National Highways Authority of India [NHAI],618514,Maharashtra,2021-12,2022-12,2024-12,2026-12,2330.71,317.4,197.23,73.96,127,May 2026,FlashReport_May2026.pdf,2026-05
1305,6L of Kagal-Satara section from Km 658.000 to Km 725.000 of NH-48 Pkg-II,NHAI,618514,Maharashtra,2021-12,2022-12,2024-12,2026-12,2330.71,317.4,205.24,73.96,127,June 2026,FlashReport_June_2026.pdf,2026-06
1229,6L of Kagal-Satara section from Km 658.000 to Km 725.000 of NH-48 Pkg-II,NHAI,618514,Maharashtra,2021-12,2022-12,2024-12,2026-12,2330.71,317.4,206.68,90.12,120,July 2026,FlashReport_July_2026.pdf,2026-07
1522,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I,National Highways Authority of India [NHAI],618515,"Multi-States (Karnataka, Maharashtra)",2021-11,2022-10,2025-04,2026-05,1479.3,1237.04,1178.11,100.0,136,April 2026,FlashReport_April2026.pdf,2026-04
1533,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I,National Highways Authority of India [NHAI],618515,"Multi-States (Karnataka, Maharashtra)",2021-11,2022-10,2025-04,2026-06,1479.3,1237.04,1178.31,100.0,135,May 2026,FlashReport_May2026.pdf,2026-05
1523,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II,National Highways Authority of India [NHAI],618516,"Multi-States (Karnataka, Maharashtra)",2022-01,2022-10,2025-04,2026-11,1388.7,1066.86,1130.54,83.5,136,April 2026,FlashReport_April2026.pdf,2026-04
1534,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II,National Highways Authority of India [NHAI],618516,"Multi-States (Karnataka, Maharashtra)",2022-01,2022-10,2025-04,2026-11,1388.7,1066.86,1153.03,84.3,135,May 2026,FlashReport_May2026.pdf,2026-05
1437,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II,NHAI,618516,"Multi-States (Karnataka, Maharashtra)",2022-01,2022-10,2025-04,2027-05,1388.7,1066.86,1156.86,84.8,135,June 2026,FlashReport_June_2026.pdf,2026-06
1360,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II,NHAI,618516,"Multi-States (Karnataka, Maharashtra)",2022-01,2022-10,2025-04,2027-05,1388.7,1066.86,1183.98,85.3,128,July 2026,FlashReport_July_2026.pdf,2026-07
1196,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,National Highways Authority of India [NHAI],618517,Karnataka,2021-12,2023-03,2025-09,2026-11,1135.39,763.36,732.44,82.89,117,April 2026,FlashReport_April2026.pdf,2026-04
1206,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,National Highways Authority of India [NHAI],618517,Karnataka,2021-12,2023-03,2025-09,2026-11,1135.39,763.36,739.28,83.19,116,May 2026,FlashReport_May2026.pdf,2026-05
1139,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,NHAI,618517,Karnataka,2021-12,2023-03,2025-09,2027-05,1135.39,763.36,744.25,83.19,118,June 2026,FlashReport_June_2026.pdf,2026-06
1066,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,NHAI,618517,Karnataka,2021-12,2023-03,2025-09,2027-05,1135.39,763.36,744.42,83.19,110,July 2026,FlashReport_July_2026.pdf,2026-07
1197,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,National Highways Authority of India [NHAI],618518,Karnataka,2017-01,2018-01,2020-07,2026-09,1454.67,1805.84,690.56,98.87,117,April 2026,FlashReport_April2026.pdf,2026-04
1207,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,National Highways Authority of India [NHAI],618518,Karnataka,2017-01,2018-01,2020-07,2026-09,1454.67,1805.84,690.64,98.87,116,May 2026,FlashReport_May2026.pdf,2026-05
1140,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,NHAI,618518,Karnataka,2017-01,2018-01,2020-07,2026-09,1454.67,1805.84,1273.49,98.87,118,June 2026,FlashReport_June_2026.pdf,2026-06
1067,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,NHAI,618518,Karnataka,2017-01,2018-01,2020-07,2026-12,1454.67,1805.84,1273.5,98.87,110,July 2026,FlashReport_July_2026.pdf,2026-07
1525,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,National Highways Authority of India [NHAI],618519,"Multi-States (Karnataka, Tamil Nadu)",2022-03,2023-05,2025-05,2026-09,1260.74,1218.47,611.1,75.76,136,April 2026,FlashReport_April2026.pdf,2026-04
1536,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,National Highways Authority of India [NHAI],618519,"Multi-States (Karnataka, Tamil Nadu)",2022-03,2023-05,2025-05,2026-12,1260.74,1218.47,656.08,88.75,136,May 2026,FlashReport_May2026.pdf,2026-05
1439,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,NHAI,618519,"Multi-States (Karnataka, Tamil Nadu)",2022-03,2023-05,2025-05,2026-12,1260.74,1218.47,764.03,90.68,135,June 2026,FlashReport_June_2026.pdf,2026-06
1362,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,NHAI,618519,"Multi-States (Karnataka, Tamil Nadu)",2022-03,2023-05,2025-05,2026-12,1260.74,1218.47,777.0,92.95,128,July 2026,FlashReport_July_2026.pdf,2026-07
1198,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],National Highways Authority of India [NHAI],618520,Karnataka,2020-08,2021-04,2023-04,2026-06,1438.74,1786.57,1051.89,99.2,117,April 2026,FlashReport_April2026.pdf,2026-04
1208,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],National Highways Authority of India [NHAI],618520,Karnataka,2020-08,2021-04,2023-04,2026-07,1438.74,1786.57,1051.89,99.2,116,May 2026,FlashReport_May2026.pdf,2026-05
1141,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],NHAI,618520,Karnataka,2020-08,2021-04,2023-04,2026-08,1438.74,1786.57,1228.99,99.2,118,June 2026,FlashReport_June_2026.pdf,2026-06
1068,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],NHAI,618520,Karnataka,2020-08,2021-04,2023-04,2026-09,1438.74,1786.57,1294.84,99.2,110,July 2026,FlashReport_July_2026.pdf,2026-07
1675,Karaipettai to Walajapet from Km 71.015 to 107.091,National Highways Authority of India [NHAI],618521,Tamil Nadu,2018-08,2019-02,2021-02,2026-05,766.51,766.51,439.37,93.55,144,April 2026,FlashReport_April2026.pdf,2026-04
1686,Karaipettai to Walajapet from Km 71.015 to 107.091,National Highways Authority of India [NHAI],618521,Tamil Nadu,2018-08,2019-02,2021-02,2026-06,766.51,766.51,439.63,93.55,144,May 2026,FlashReport_May2026.pdf,2026-05
1575,Karaipettai to Walajapet from Km 71.015 to 107.091,NHAI,618521,Tamil Nadu,2018-08,2019-02,2021-02,2026-07,766.51,766.51,613.5,93.55,143,June 2026,FlashReport_June_2026.pdf,2026-06
1494,Karaipettai to Walajapet from Km 71.015 to 107.091,NHAI,618521,Tamil Nadu,2018-08,2019-02,2021-02,2026-08,766.51,766.51,613.76,93.55,136,July 2026,FlashReport_July_2026.pdf,2026-07
1676,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,National Highways Authority of India [NHAI],618522,Tamil Nadu,2024-06,2025-01,2026-10,2027-02,411.16,411.16,81.11,31.16,144,April 2026,FlashReport_April2026.pdf,2026-04
1687,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,National Highways Authority of India [NHAI],618522,Tamil Nadu,2024-06,2025-01,2026-10,2027-03,411.16,411.16,120.44,35.05,144,May 2026,FlashReport_May2026.pdf,2026-05
1576,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,NHAI,618522,Tamil Nadu,2024-06,2025-01,2026-10,2027-03,411.16,411.16,134.48,36.64,144,June 2026,FlashReport_June_2026.pdf,2026-06
1495,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,NHAI,618522,Tamil Nadu,2024-06,2025-01,2026-10,2027-03,411.16,411.16,134.65,38.26,136,July 2026,FlashReport_July_2026.pdf,2026-07
1582,Bhadrak KM 136.500 to Baleshwar KM 199.141,National Highways Authority of India [NHAI],618523,Odisha,2014-11,2019-03,2021-09,2026-11,844.67,1394.82,538.51,91.32,139,April 2026,FlashReport_April2026.pdf,2026-04
1593,Bhadrak KM 136.500 to Baleshwar KM 199.141,National Highways Authority of India [NHAI],618523,Odisha,2014-11,2019-03,2021-09,2026-11,844.67,1394.82,586.54,91.32,139,May 2026,FlashReport_May2026.pdf,2026-05
1489,Bhadrak KM 136.500 to Baleshwar KM 199.141,NHAI,618523,Odisha,2014-11,2019-03,2021-09,2026-11,844.67,1394.82,783.79,91.32,138,June 2026,FlashReport_June_2026.pdf,2026-06
1413,Bhadrak KM 136.500 to Baleshwar KM 199.141,NHAI,618523,Odisha,2014-11,2019-03,2021-09,2026-11,844.67,1394.82,783.98,91.32,131,July 2026,FlashReport_July_2026.pdf,2026-07
824,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,National Highways Authority of India [NHAI],618524,Andhra Pradesh,2024-07,2025-03,2027-03,2027-03,257.98,192.85,46.41,34.5,95,April 2026,FlashReport_April2026.pdf,2026-04
826,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,National Highways Authority of India [NHAI],618524,Andhra Pradesh,2024-07,2025-03,2027-03,2027-08,257.98,192.85,46.52,34.6,94,May 2026,FlashReport_May2026.pdf,2026-05
800,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,NHAI,618524,Andhra Pradesh,2024-07,2025-03,2027-03,2027-08,257.98,192.85,55.83,35.63,97,June 2026,FlashReport_June_2026.pdf,2026-06
742,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,NHAI,618524,Andhra Pradesh,2024-07,2025-03,2027-03,2027-08,257.98,192.85,55.83,39.1,91,July 2026,FlashReport_July_2026.pdf,2026-07
825,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,National Highways Authority of India [NHAI],618525,Andhra Pradesh,2025-03,2025-10,2027-10,2027-10,326.61,223.29,13.18,8.8,95,April 2026,FlashReport_April2026.pdf,2026-04
827,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,National Highways Authority of India [NHAI],618525,Andhra Pradesh,2025-03,2025-10,2027-10,2027-10,326.61,223.29,20.21,8.8,94,May 2026,FlashReport_May2026.pdf,2026-05
801,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,NHAI,618525,Andhra Pradesh,2025-03,2025-10,2027-10,2027-10,326.61,223.29,43.67,18.79,97,June 2026,FlashReport_June_2026.pdf,2026-06
743,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,NHAI,618525,Andhra Pradesh,2025-03,2025-10,2027-10,2027-10,326.61,223.29,43.82,18.9,91,July 2026,FlashReport_July_2026.pdf,2026-07
826,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,National Highways Authority of India [NHAI],618526,Andhra Pradesh,2018-10,2020-01,2021-07,2026-05,665.59,665.59,512.09,95.73,95,April 2026,FlashReport_April2026.pdf,2026-04
828,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,National Highways Authority of India [NHAI],618526,Andhra Pradesh,2018-10,2020-01,2021-07,2026-08,665.59,665.59,512.1,95.73,94,May 2026,FlashReport_May2026.pdf,2026-05
802,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,NHAI,618526,Andhra Pradesh,2018-10,2020-01,2021-07,2026-08,665.59,665.59,643.95,95.73,98,June 2026,FlashReport_June_2026.pdf,2026-06
744,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,NHAI,618526,Andhra Pradesh,2018-10,2020-01,2021-07,2026-08,665.59,665.59,643.95,95.73,91,July 2026,FlashReport_July_2026.pdf,2026-07
