project_code,risk_score,overall_risk,cost_risk_level,time_risk_level,num_warnings,explanation
619208,3,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (82.1% probability).
* Low progress near planned completion. 182.8% of original time elapsed, but only 44.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618408,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.4% probability).

Early Warning:
Project requires closer monitoring."
618409,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.9% probability).

Early Warning:
Project requires closer monitoring."
618410,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.1% probability).

Early Warning:
Project requires closer monitoring."
617911,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.1% probability).

Early Warning:
Project requires closer monitoring."
617914,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 226.1% of original time elapsed, but only 41.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618019,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.6% probability).

Early Warning:
Project requires closer monitoring."
618021,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 161.1% of original time elapsed, but only 36.9% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618036,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 43.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618043,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.4% probability).

Early Warning:
Project requires closer monitoring."
618044,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 120.5% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618085,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.2% probability).

Early Warning:
Project requires closer monitoring."
618129,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.6% probability).

Early Warning:
Project requires closer monitoring."
618156,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (70.6% probability).

Early Warning:
Project requires closer monitoring."
618157,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.5% probability).

Early Warning:
Project requires closer monitoring."
618158,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 16.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618170,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 221.9% of original time elapsed, but only 46.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618620,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.6% probability).

Early Warning:
Project requires closer monitoring."
618621,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.0% probability).

Early Warning:
Project requires closer monitoring."
618622,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.0% probability).

Early Warning:
Project requires closer monitoring."
618623,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.5% probability).

Early Warning:
Project requires closer monitoring."
618654,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.1% probability).

Early Warning:
Project requires closer monitoring."
618655,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.9% probability).

Early Warning:
Project requires closer monitoring."
618661,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 20.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618662,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.3% of original time elapsed, but only 12.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618663,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.8% probability).

Early Warning:
Project requires closer monitoring."
618664,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.1% probability).

Early Warning:
Project requires closer monitoring."
618666,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.1% probability).

Early Warning:
Project requires closer monitoring."
618667,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 38.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618672,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 35.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618684,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.8% probability).

Early Warning:
Project requires closer monitoring."
618685,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.4% probability).

Early Warning:
Project requires closer monitoring."
618686,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.4% probability).

Early Warning:
Project requires closer monitoring."
618687,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.0% probability).

Early Warning:
Project requires closer monitoring."
618688,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 32.4% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618694,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
618735,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.9% probability).

Early Warning:
Project requires closer monitoring."
618751,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (78.9% probability).

Early Warning:
Project requires closer monitoring."
618762,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.2% probability).

Early Warning:
Project requires closer monitoring."
618784,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.8% probability).

Early Warning:
Project requires closer monitoring."
618932,1,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 126.0% of original time elapsed, but only 27.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618933,1,LOW,LOW,LOW,2,"Overall Risk: LOW

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 46.3% but physical progress is only 17.5% (Gap: 28.8%).
* Low progress near planned completion. 116.7% of original time elapsed, but only 17.5% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618962,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 116.7% of original time elapsed, but only 28.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618966,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 120.7% of original time elapsed, but only 21.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619007,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619100,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.2% probability).

Early Warning:
Project requires closer monitoring."
619114,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 174.9% of original time elapsed, but only 40.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617912,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 116.7% of original time elapsed, but only 8.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617932,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (70.7% probability).

Early Warning:
Project requires closer monitoring."
617934,4,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (87.9% probability).
* Significant expenditure-progress mismatch. Expenditure is 129.9% but physical progress is only 95.8% (Gap: 34.1%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
617937,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 83.0% of original time elapsed, but only 12.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617938,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 105.7% of original time elapsed, but only 20.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617946,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.9% probability).

Early Warning:
Project requires closer monitoring."
617947,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (77.3% probability).

Early Warning:
Project requires closer monitoring."
617948,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.2% probability).

Early Warning:
Project requires closer monitoring."
617965,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.5% probability).

Early Warning:
Project requires closer monitoring."
617978,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.5% probability).

Early Warning:
Project requires closer monitoring."
617979,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (73.6% probability).

Early Warning:
Project requires closer monitoring."
618047,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.3% probability).

Early Warning:
Project requires closer monitoring."
618049,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.5% probability).

Early Warning:
Project requires closer monitoring."
618059,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 227.8% of original time elapsed, but only 34.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618065,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 288.3% of original time elapsed, but only 37.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618088,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 121.9% of original time elapsed, but only 41.9% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618094,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.8% probability).

Early Warning:
Project requires closer monitoring."
618096,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.0% probability).

Early Warning:
Project requires closer monitoring."
618097,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.4% probability).

Early Warning:
Project requires closer monitoring."
618098,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.5% probability).

Early Warning:
Project requires closer monitoring."
618134,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.3% probability).

Early Warning:
Project requires closer monitoring."
618139,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 164.5% of original time elapsed, but only 43.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618150,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 116.7% of original time elapsed, but only 15.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618152,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.4% probability).

Early Warning:
Project requires closer monitoring."
618153,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.1% probability).

Early Warning:
Project requires closer monitoring."
618155,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.5% probability).

Early Warning:
Project requires closer monitoring."
618172,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (80.0% probability).

Early Warning:
Project requires closer monitoring."
618173,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (80.8% probability).

Early Warning:
Project requires closer monitoring."
618174,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.2% probability).

Early Warning:
Project requires closer monitoring."
