priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
1199,618650,4 Lane with PS from Des. Ch 89.900 to Des. Ch. 136.100 of Belgaum-Hungund- Raichur Section of NH-748A Package-3,NHAI,Karnataka,24.5,22.44226116284185,-7.148808563677791,41.63013698630114,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618650 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1200,618651,4 Lane with PS from Des. Ch 43.800 to Des. Ch. 89.900 of Belgaum-Hungund- Raichur Section of NH-748A Package-2,NHAI,Karnataka,58.7,41.638653108104315,-5.573983808163069,22.15099715099729,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618651 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1201,618663,i 4L Vidisha to Hinotiya from km 0.000 to Km 27.000 Vidisha Mehulwa-Talbehat Pkg- I Section of NH- 346 and ii 4L Vidisha to Morikori from Km 39.000 to 59.476 section of NH-146,NHAI,Madhya Pradesh,90.04,43.2366740713439,-8.483190054489107,44.7113543091656,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618663 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1202,618326,Widening/Improvement to 4-Lane with Paved Shoulder from KM 38500 to Km 51246 Design Chainage 38500 to 50959 with proposed Daboka Bypass of Daboka- Parokhaowa of NH 29 on EPC under NHO-NE Package-1,NHIDCL,Assam,99.7,62.48645720476706,0.1634034979104769,33.10533515731874,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618326 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1203,618328,4-Laning of Balance work of Dimapur-Kohima Road from design km 152.490 to km 166.700 Existing km 156.000 to km 172.900 Excluding Dimapur & Kohima Bypass under SARDP-NE Package-III,NHIDCL,Nagaland,84.32,96.42438452520517,1.9596078013429528,46.54172366621081,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618328 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1204,602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,National Thermal Power Corporation [NTPC],Odisha,55.0,59.367261213720326,2.815274722955118,20.63476218438073,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 602961 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1205,603293,Badam Coal Mining project of NTPC,National Thermal Power Corporation [NTPC],Jharkhand,67.86,87.36454183266932,36.44685258964144,0.0,30,MEDIUM,['Predicted cost overrun is high.'],Project 603293 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1206,604795,CBR 9 MMTPA Project,Chennai Petroleum Corporation Limited [CPCL],Tamil Nadu,10.2,5.115199493350222,2.8632476250791727,28.853177501826146,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 604795 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1207,605155,Kwar HE Project,National Hydroelectric Power Corporation Limited [NHPC],Jammu and Kashmir,36.52,37.59224236211148,2.7635723312682368,23.28062970568114,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 605155 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1208,618333,Widening to 2 lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 169570 Near Nungkao vlllage under Tamenglong District to km 205974 near Jiribam Bridge under Jiribam district under NHO-NE PKG-7,NHIDCL,Manipur,92.52,56.321037676278685,-0.2507366870132836,47.49384404924772,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618333 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1209,618338,Widening to 2-Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 15.940 km to 33.120 Km Existing Chainage Km 15.946 to Km 33.395 Total length17.180 Km in the State of Manipur on EPC mode PKG-2 - Balance Works & Rectification works,NHIDCL,Manipur,93.1,83.38116224249258,0.2802090806599904,47.04383561643807,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618338 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1210,618684,Outer Ring Road of Jabalpur Town from Manegaon to NH-45 Pkg-2,NHAI,Madhya Pradesh,78.75,56.73200619235549,-8.680057998822605,44.84657534246581,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618684 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1211,618685,Outer Ring Road of Jabalpur Town from NH45 to Kushner Pkg-3,NHAI,Madhya Pradesh,79.8,60.644835608621214,-11.250043896229252,37.802739726027376,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618685 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1212,618686,Outer Ring Road of Jabalpur Town from Kushner to Amjhar Road including Airport Connectivity Pkg-IV,NHAI,Madhya Pradesh,79.63,59.3712272000522,-9.507292720331495,37.01917808219174,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618686 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1213,618315,4-Laning of Silchar - Dhanehari section from Existing Chainage km 263800 of NH 37 to km 12920 of NH 306 Design Chainage km 0000 to km 20000 on Silchar - Vairengte - Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode Package-1,NHIDCL,Assam,59.65,50.29835309093802,-0.5076855756226948,23.03837719298242,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618315 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1214,611047,"Construction of NTB complex including apron, taxi track and other associated civil works and electrical & mechanical installations towards Tawi River side at CA Jammu.",Airport Authority of India [AAI],Jammu and Kashmir,58.35,43.0059091911722,-3.1229088544992707,20.08105147864181,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 611047 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1215,705638,Kumbalam-Turavur - Patch doubling 15.59 km,CAO/CN/ERS SR mor,Kerala,30.0,48.58917589175891,26.445559655596707,0.8002270147558157,30,MEDIUM,['Predicted cost overrun is high.'],Project 705638 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1216,705648,Vijaywada-Gudur 3rd Line,RVNL - II,Andhra Pradesh,96.0,93.38202584911332,1.3594003606853131,23.981712385702387,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 705648 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1217,705667,Mathura-Jhansi - 3rd line 273.80 km,CMD / RVNL RVNL mor,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",94.0,96.04462338533804,3.621394061399152,42.491980753809166,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 705667 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1218,705668,Kharagpur-Adityapur - 3rd line 132 km,CMD / RVNL RVNL mor,"Multi-States (Jharkhand, West Bengal)",98.0,101.45938461538462,7.967267692307709,16.009204470742954,30,MEDIUM,[],Project 705668 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1219,619165,Thanamcherla-Jamandlapally 2LPS,NHAI,Telangana,100.0,4.684501636753584,-74.19578959250478,43.042037434795766,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619165 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1220,619183,Widening of Existing Road from Intermediate Lane 2-lane to 4-lane Between Km 19.994 to Km 35.180 of NH-848A Rakholi-Khadoli-Velugam Section in U.T. of Dadra and Nagar Haveli and Daman and Diu,MoRTH,Dadra & Nagar Haveli and Daman & Diu,80.0,39.25073210138342,12.735635665959766,8.690951821386712,30,MEDIUM,[],Project 619183 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1221,617214,"South Central Railway- Rail connectivity to Amaravati, Capital of Andhra Pradesh Errupalem- Amaravati- Namburu New line 57 km PB7/WR/2023-24",CAO/C/SCoR SCoR mor,"Multi-States (Andhra Pradesh, Telangana)",0.0,7.570577317573507,-0.0179544788513721,44.46520146520143,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617214 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1222,617248,Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant,Steel Authority of India Limited [SAIL],West Bengal,74.55,48.8857694332339,0.0622477627653941,22.880415944540747,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617248 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1223,619211,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III,NHAI,Karnataka,73.9,46.76580985413599,-5.8897325034447565,47.86433260393868,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619211 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1224,617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Power Grid Corporation of India Limited [POWERGRID],Jammu and Kashmir,1.7,1.7017383348581887,0.3361390667885672,38.84246575342453,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617179 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1225,617181,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID],Rajasthan,17.2,8.0,-0.5077970297029503,28.434375,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617181 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1226,617990,Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.,MoRTH,Andhra Pradesh,95.94,32.43388429752066,0.0982231404958869,28.325508607198746,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617990 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1227,612128,Hostel blocks & dining hall block,"Indian Institute of Technology, Mandi",Himachal Pradesh,93.0,82.9593183727349,-0.9337573502940396,26.008219178082182,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 612128 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1228,612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Power Grid Corporation of India Limited [POWERGRID],Rajasthan,79.39,82.0,0.3886395275258593,45.09986320109443,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 612134 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1229,705562,Chhapra-Ballia - Patch doubling 65 km,CAOC/NER NER mor,"Multi-States (Bihar, Uttar Pradesh)",95.0,103.84735202492212,14.677943925233484,15.37313432835823,30,MEDIUM,[],Project 705562 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1230,611927,Kurnool - Setting up facilities for coach midlife rehabilitation workshop,WPO/Patna,Andhra Pradesh,65.0,49.34013411328292,0.2101405335997855,41.87388987566607,30,MEDIUM,['Predicted completion is significantly later than planned.'],Project 611927 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
1231,611943,New BG line between Naliya - Jakhau Port 24.88 Km,CAOCWR WR mor,Gujarat,5.0,2.8908497050650803,21.237020426071236,0.0,30,MEDIUM,['Predicted cost overrun is high.'],Project 611943 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1232,611945,Petlad-Bhadran 22.5 km,CAOCWR WR mor,Gujarat,32.0,37.35794992022402,29.94822701963471,0.1414879050662927,30,MEDIUM,['Predicted cost overrun is high.'],Project 611945 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
1233,705628,Bondamunda - Ranchi 158.50 km,CAO/C/SER SER mor,"Multi-States (Jharkhand, Odisha)",95.0,89.01683724001322,6.492720369758917,12.984878369493766,30,MEDIUM,[],Project 705628 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
